Data,Dia da Semana,Gasto (R$),Receita (R$),ROAS,Compras,CPA (R$),Custo por Mensagem (R$),Custo por Visita (R$),Impressões,Alcance,CTR (%),CPC (R$)
2025-06-07,Sábado,"12,76","0,0","0,0","0,0","0,0","0,0","0,0",1864,1670,"1,716738","0,39875"
2025-06-07,Sábado,"11,14","978,3000000000001","87,81867145421903","9,0","1,2377777777777779","0,0","0,0",891,451,"0,112233","11,14"
2025-06-07,Sábado,"6,77","0,0","0,0","0,0","0,0","0,0","6,77",997,901,"1,10331","0,615455"
2025-06-07,Sábado,"6,58","0,0","0,0","0,0","0,0","0,0","0,0",694,319,"0,720461","1,316"
2025-06-07,Sábado,"13,26","0,0","0,0","0,0","0,0","0,0","6,63",3015,2696,"2,056385","0,213871"
2025-06-07,Sábado,"10,28","0,0","0,0","0,0","0,0","0,0","0,0",2365,2107,"1,226216","0,354483"
2025-06-08,Domingo,"14,18","0,0","0,0","0,0","0,0","0,0","0,0",2417,2219,"1,654944","0,3545"
2025-06-08,Domingo,"15,73","993,3000000000001","63,14685314685315","9,0","1,7477777777777779","0,0","15,73",1369,653,"0,36523","3,146"
2025-06-08,Domingo,"7,15","0,0","0,0","0,0","0,0","0,0","0,0",1399,1269,"0,571837","0,89375"
2025-06-08,Domingo,"7,07","1041,6","147,32673267326732","6,0","1,1783333333333335","3,535","0,0",762,411,"0,656168","1,414"
2025-06-08,Domingo,"14,52","0,0","0,0","0,0","0,0","0,0","2,904",3371,2908,"1,750222","0,246102"
2025-06-08,Domingo,"10,12","0,0","0,0","0,0","0,0","0,0","0,0",2817,2504,"0,603479","0,595294"
2025-06-09,Segunda-feira,"13,07","0,0","0,0","0,0","0,0","0,0","0,0",2126,1935,"2,257761","0,272292"
2025-06-09,Segunda-feira,"16,37","0,0","0,0","0,0","0,0","0,0","16,37",1256,613,"0,716561","1,818889"
2025-06-09,Segunda-feira,"6,8","0,0","0,0","0,0","0,0","0,0","3,4",1002,938,"1,596806","0,425"
2025-06-09,Segunda-feira,"6,23","0,0","0,0","0,0","0,0","0,0","0,0",538,280,"0,185874","6,23"
2025-06-09,Segunda-feira,"13,68","0,0","0,0","0,0","0,0","13,68","13,68",3142,2765,"2,259707","0,192676"
2025-06-09,Segunda-feira,"9,8","0,0","0,0","0,0","0,0","0,0","0,0",2170,1982,"0,737327","0,6125"
2025-06-10,Terça-feira,"13,47","0,0","0,0","0,0","0,0","0,0","0,0",2265,2049,"1,766004","0,33675"
2025-06-10,Terça-feira,"19,35","473,40000000000003","24,46511627906977","6,0","3,225","0,0","0,0",1525,737,"0,918033","1,382143"
2025-06-10,Terça-feira,"6,23","0,0","0,0","0,0","0,0","0,0","0,0",955,870,"2,408377","0,27087"
2025-06-10,Terça-feira,"7,0","0,0","0,0","0,0","0,0","0,0","7,0",421,218,"1,662708","1,0"
2025-06-10,Terça-feira,"13,5","0,0","0,0","0,0","0,0","0,0","6,75",2798,2461,"2,251608","0,214286"
2025-06-10,Terça-feira,"10,16","0,0","0,0","0,0","0,0","0,0","0,0",2880,2540,"0,729167","0,48381"
2025-06-11,Quarta-feira,"12,6","0,0","0,0","0,0","0,0","0,0","12,6",1788,1648,"1,957494","0,36"
2025-06-11,Quarta-feira,"15,93","222,89999999999998","13,9924670433145","3,0","5,31","15,93","7,965",1195,561,"0,669456","1,99125"
2025-06-11,Quarta-feira,"6,51","0,0","0,0","0,0","0,0","0,0","0,0",1015,961,"0,985222","0,651"
2025-06-11,Quarta-feira,"6,8","0,0","0,0","0,0","0,0","0,0","0,0",593,301,"0,505902","2,266667"
2025-06-11,Quarta-feira,"13,07","0,0","0,0","0,0","0,0","0,0","0,0",2414,2170,"2,402651","0,225345"
2025-06-11,Quarta-feira,"9,83","0,0","0,0","0,0","0,0","0,0","0,0",1600,1493,"1,375","0,446818"
2025-06-12,Quinta-feira,"13,42","0,0","0,0","0,0","0,0","0,0","0,0",2272,2068,"1,540493","0,383429"
2025-06-12,Quinta-feira,"17,91","299,70000000000005","16,733668341708544","3,0","5,97","17,91","5,97",1587,661,"1,008192","1,119375"
2025-06-12,Quinta-feira,"6,52","470,09999999999997","72,10122699386503","3,0","2,1733333333333333","0,0","6,52",1109,1008,"1,442741","0,4075"
2025-06-12,Quinta-feira,"6,6","0,0","0,0","0,0","0,0","0,0","6,6",635,267,"0,629921","1,65"
2025-06-12,Quinta-feira,"13,42","0,0","0,0","0,0","0,0","0,0","0,0",3023,2704,"1,984783","0,223667"
2025-06-12,Quinta-feira,"9,53","0,0","0,0","0,0","0,0","0,0","0,0",2880,2507,"0,555556","0,595625"
2025-06-13,Sexta-feira,"12,25","0,0","0,0","0,0","0,0","0,0","0,0",2377,2184,"1,640724","0,314103"
2025-06-13,Sexta-feira,"14,38","587,0999999999999","40,82753824756605","3,0","4,793333333333334","0,0","14,38",1166,580,"0,51458","2,396667"
2025-06-13,Sexta-feira,"5,82","0,0","0,0","0,0","0,0","0,0","5,82",1046,963,"1,720841","0,323333"
2025-06-13,Sexta-feira,"6,71","0,0","0,0","0,0","0,0","0,0","3,355",768,308,"0,260417","3,355"
2025-06-13,Sexta-feira,"12,09","0,0","0,0","0,0","0,0","0,0","0,0",2862,2623,"1,677149","0,251875"
2025-06-13,Sexta-feira,"9,1","0,0","0,0","0,0","0,0","0,0","0,0",2541,2291,"0,983865","0,364"
2025-06-14,Sábado,"13,17","0,0","0,0","0,0","0,0","0,0","0,0",2696,2431,"1,335312","0,365833"
2025-06-14,Sábado,"17,81","203,10000000000002","11,40370578326783","3,0","5,9366666666666665","0,0","5,936667",1550,692,"0,580645","1,978889"
2025-06-14,Sábado,"7,03","0,0","0,0","0,0","0,0","0,0","0,0",1323,1240,"1,058201","0,502143"
2025-06-14,Sábado,"6,58","0,0","0,0","0,0","0,0","6,58","3,29",613,279,"0,815661","1,316"
2025-06-14,Sábado,"12,97","0,0","0,0","0,0","0,0","0,0","6,485",2820,2580,"1,77305","0,2594"
2025-06-14,Sábado,"10,86","0,0","0,0","0,0","0,0","0,0","0,0",2841,2467,"1,478353","0,258571"
2025-06-15,Domingo,"15,1","0,0","0,0","0,0","0,0","0,0","0,0",3293,2937,"1,457637","0,314583"
2025-06-15,Domingo,"10,12","152,39999999999998","15,059288537549406","3,0","3,373333333333333","0,0","5,06",1094,517,"0,457038","2,024"
2025-06-15,Domingo,"6,93","0,0","0,0","0,0","0,0","0,0","6,93",1388,1301,"1,224784","0,407647"
2025-06-15,Domingo,"6,98","0,0","0,0","0,0","0,0","0,0","3,49",720,314,"0,694444","1,396"
2025-06-15,Domingo,"15,1","0,0","0,0","0,0","0,0","0,0","7,55",3808,3423,"1,57563","0,251667"
2025-06-15,Domingo,"10,8","0,0","0,0","0,0","0,0","0,0","0,0",3111,2892,"0,771456","0,45"
2025-06-16,Segunda-feira,"13,12","0,0","0,0","0,0","0,0","0,0","0,0",2496,2288,"1,482372","0,354595"
2025-06-16,Segunda-feira,"19,26","0,0","0,0","0,0","0,0","0,0","0,0",1875,823,"0,746667","1,375714"
2025-06-16,Segunda-feira,"7,16","0,0","0,0","0,0","0,0","0,0","2,386667",1253,1119,"1,995211","0,2864"
2025-06-16,Segunda-feira,"6,45","0,0","0,0","0,0","0,0","0,0","0,0",754,326,"0,132626","6,45"
2025-06-16,Segunda-feira,"13,35","0,0","0,0","0,0","0,0","0,0","4,45",3177,2814,"2,077432","0,202273"
2025-06-16,Segunda-feira,"10,6","0,0","0,0","0,0","0,0","10,6","0,0",2673,2401,"1,084923","0,365517"
2025-06-17,Terça-feira,"12,88","0,0","0,0","0,0","0,0","0,0","0,0",2787,2521,"1,148188","0,4025"
2025-06-17,Terça-feira,"19,36","308,4","15,929752066115702","3,0","6,453333333333333","0,0","9,68",1721,743,"0,697269","1,613333"
2025-06-17,Terça-feira,"6,02","0,0","0,0","0,0","0,0","6,02","3,01",943,858,"1,590668","0,401333"
2025-06-17,Terça-feira,"6,84","676,8","98,94736842105263","6,0","1,14","0,0","3,42",811,333,"0,493218","1,71"
2025-06-17,Terça-feira,"13,09","0,0","0,0","0,0","0,0","0,0","13,09",3058,2776,"1,438849","0,2975"
2025-06-17,Terça-feira,"9,14","0,0","0,0","0,0","0,0","0,0","0,0",2531,2325,"1,027262","0,351538"
2025-06-18,Quarta-feira,"13,06","0,0","0,0","0,0","0,0","0,0","0,0",2853,2477,"1,787592","0,256078"
2025-06-18,Quarta-feira,"21,28","396,0","18,609022556390975","6,0","3,546666666666667","0,0","21,28",2034,837,"0,737463","1,418667"
2025-06-18,Quarta-feira,"6,09","0,0","0,0","0,0","0,0","0,0","0,0",940,873,"2,234043","0,29"
2025-06-18,Quarta-feira,"7,35","0,0","0,0","0,0","0,0","0,0","7,35",709,322,"0,282087","3,675"
2025-06-18,Quarta-feira,"12,46","223,20000000000002","17,913322632423757","3,0","4,153333333333333","0,0","6,23",2336,2115,"1,541096","0,346111"
2025-06-18,Quarta-feira,"9,43","0,0","0,0","0,0","0,0","0,0","0,0",2527,2310,"1,028888","0,362692"
2025-06-19,Quinta-feira,"14,09","0,0","0,0","0,0","0,0","0,0","0,0",2999,2723,"1,433811","0,327674"
2025-06-19,Quinta-feira,"15,52","1035,6","66,72680412371133","9,0","1,7244444444444444","0,0","7,76",1395,674,"1,290323","0,862222"
2025-06-19,Quinta-feira,"6,87","0,0","0,0","0,0","0,0","0,0","3,435",1072,983,"2,33209","0,2748"
2025-06-19,Quinta-feira,"6,54","0,0","0,0","3,0","2,18","0,0","2,18",581,265,"0,516351","2,18"
2025-06-19,Quinta-feira,"14,31","0,0","0,0","0,0","0,0","0,0","14,31",2991,2776,"2,407222","0,19875"
2025-06-19,Quinta-feira,"10,35","0,0","0,0","0,0","0,0","0,0","0,0",2761,2487,"1,122782","0,333871"
2025-06-20,Sexta-feira,"12,73","0,0","0,0","0,0","0,0","0,0","0,0",2725,2325,"1,614679","0,289318"
2025-06-20,Sexta-feira,"7,99","235,79999999999998","29,51188986232791","3,0","2,6633333333333336","0,0","0,0",834,419,"0,479616","1,9975"
2025-06-20,Sexta-feira,"6,58","0,0","0,0","0,0","0,0","0,0","6,58",1049,942,"2,192564","0,286087"
2025-06-20,Sexta-feira,"6,63","343,20000000000005","51,76470588235295","3,0","2,21","0,0","0,0",761,380,"0,262812","3,315"
2025-06-20,Sexta-feira,"12,75","0,0","0,0","0,0","0,0","12,75","6,375",3114,2723,"2,280026","0,179577"
2025-06-20,Sexta-feira,"9,48","0,0","0,0","0,0","0,0","0,0","0,0",2763,2373,"0,868621","0,395"
2025-06-21,Sábado,"12,38","0,0","0,0","0,0","0,0","0,0","0,0",2680,2264,"1,156716","0,399355"
2025-06-21,Sábado,"23,12","0,0","0,0","0,0","0,0","0,0","23,12",2071,872,"0,57943","1,926667"
2025-06-21,Sábado,"6,68","0,0","0,0","0,0","0,0","0,0","0,0",910,860,"2,197802","0,334"
2025-06-21,Sábado,"6,76","211,20000000000002","31,24260355029586","3,0","2,2533333333333334","0,0","0,0",674,293,"0,445104","2,253333"
2025-06-21,Sábado,"12,23","0,0","0,0","0,0","0,0","0,0","3,0575",2948,2577,"1,933514","0,214561"
2025-06-21,Sábado,"9,82","0,0","0,0","0,0","0,0","0,0","9,82",3057,2612,"0,654236","0,491"
2025-06-22,Domingo,"14,66","0,0","0,0","0,0","0,0","0,0","0,0",3205,2776,"1,49766","0,305417"
2025-06-22,Domingo,"15,82","325,79999999999995","20,594184576485457","6,0","2,6366666666666667","0,0","3,955",1458,664,"0,891632","1,216923"
2025-06-22,Domingo,"7,42","146,7","19,77088948787062","3,0","2,473333333333333","0,0","3,71",1178,1061,"1,528014","0,412222"
2025-06-22,Domingo,"6,97","202,20000000000002","29,01004304160689","3,0","2,3233333333333333","0,0","0,0",664,317,"0,451807","2,323333"
2025-06-22,Domingo,"14,45","0,0","0,0","0,0","0,0","0,0","0,0",3821,3340,"1,753468","0,215672"
2025-06-22,Domingo,"10,77","0,0","0,0","0,0","0,0","0,0","0,0",3457,2841,"0,781024","0,398889"
2025-06-23,Segunda-feira,"13,77","0,0","0,0","0,0","0,0","0,0","13,77",2795,2504,"1,431127","0,34425"
2025-06-23,Segunda-feira,"14,15","313,79999999999995","22,17667844522968","3,0","4,716666666666667","0,0","2,83",1452,634,"0,826446","1,179167"
2025-06-23,Segunda-feira,"7,09","0,0","0,0","0,0","0,0","0,0","0,0",983,943,"1,7294","0,417059"
2025-06-23,Segunda-feira,"6,66","0,0","0,0","0,0","0,0","0,0","6,66",631,341,"0,633914","1,665"
2025-06-23,Segunda-feira,"13,97","0,0","0,0","0,0","0,0","0,0","13,97",3473,3094,"1,38209","0,291042"
2025-06-23,Segunda-feira,"10,53","0,0","0,0","0,0","0,0","0,0","0,0",3002,2711,"0,8994","0,39"
2025-05-27,Terça-feira,"18,74","0,0","0,0","0,0","0,0","0,0","0,312333",3056,2338,"4,123037","0,14873"
2025-05-27,Terça-feira,"18,35","0,0","0,0","0,0","0,0","0,0","0,258451",2721,2077,"5,512679","0,122333"
2025-05-27,Terça-feira,"12,19","0,0","0,0","0,0","0,0","0,0","0,290238",1910,1507,"5,078534","0,12567"
2025-05-27,Terça-feira,"12,39","0,0","0,0","0,0","0,0","0,0","0,252857",1616,1253,"5,445545","0,140795"
2025-05-27,Terça-feira,"28,84","0,0","0,0","0,0","0,0","0,0","0,0",7359,7142,"0,475608","0,824"
2025-05-27,Terça-feira,"23,23","0,0","0,0","0,0","0,0","0,0","11,615",2558,2344,"3,713839","0,244526"
2025-05-27,Terça-feira,"25,32","0,0","0,0","0,0","0,0","0,0","0,0",17854,17627,"0,291251","0,486923"
2025-05-28,Quarta-feira,"18,02","0,0","0,0","0,0","0,0","9,01","0,253803",2884,2193,"5,131761","0,121757"
2025-05-28,Quarta-feira,"18,21","0,0","0,0","0,0","0,0","0,0","0,289048",2576,1887,"4,736025","0,149262"
2025-05-28,Quarta-feira,"11,8","0,0","0,0","0,0","0,0","0,0","0,236",1766,1368,"5,379388","0,124211"
2025-05-28,Quarta-feira,"11,73","0,0","0,0","0,0","0,0","0,0","0,4692",1620,1243,"3,580247","0,202241"
2025-05-28,Quarta-feira,"16,79","0,0","0,0","0,0","0,0","0,0","0,0",4401,4068,"1,272438","0,299821"
2025-05-28,Quarta-feira,"22,52","0,0","0,0","0,0","0,0","0,0","22,52",2660,2454,"2,932331","0,288718"
2025-05-28,Quarta-feira,"24,26","0,0","0,0","0,0","0,0","0,0","0,0",17344,17146,"0,190268","0,735152"
2025-05-29,Quinta-feira,"19,71","0,0","0,0","0,0","0,0","0,0","0,289853",2385,1860,"6,289308","0,1314"
2025-05-29,Quinta-feira,"18,72","0,0","0,0","0,0","0,0","0,0","0,322759",2226,1789,"6,06469","0,138667"
2025-05-29,Quinta-feira,"12,78","0,0","0,0","0,0","0,0","0,0","0,345405",1509,1196,"7,157058","0,118333"
2025-05-29,Quinta-feira,"11,74","0,0","0,0","0,0","0,0","0,0","0,308947",1321,1011,"7,721423","0,115098"
2025-05-29,Quinta-feira,"27,11","0,0","0,0","0,0","0,0","0,0","0,0",7366,6971,"1,547651","0,237807"
2025-05-29,Quinta-feira,"27,36","0,0","0,0","0,0","0,0","0,0","0,0",3364,3072,"3,864447","0,210462"
2025-05-29,Quinta-feira,"24,48","0,0","0,0","0,0","0,0","24,48","0,0",16536,15718,"0,266086","0,556364"
2025-05-30,Sexta-feira,"52,29","0,0","0,0","0,0","0,0","0,0","0,0",5207,3783,"1,997311","0,502788"
2025-05-30,Sexta-feira,"21,74","0,0","0,0","0,0","0,0","0,0","0,0",3376,2477,"3,11019","0,207048"
2025-05-30,Sexta-feira,"19,44","0,0","0,0","0,0","0,0","0,0","0,441818",2618,2164,"6,875477","0,108"
2025-05-30,Sexta-feira,"18,67","0,0","0,0","0,0","0,0","0,0","0,414889",2408,2074,"7,142857","0,108547"
2025-05-30,Sexta-feira,"12,32","0,0","0,0","0,0","0,0","0,0","0,4928",1606,1258,"7,47198","0,102667"
2025-05-30,Sexta-feira,"11,68","0,0","0,0","0,0","0,0","0,0","0,365",1338,1107,"7,698057","0,113398"
2025-05-30,Sexta-feira,"34,75","0,0","0,0","0,0","0,0","0,0","0,0",7847,7529,"0,879317","0,503623"
2025-05-30,Sexta-feira,"20,44","0,0","0,0","0,0","0,0","0,0","20,44",2347,2240,"3,962505","0,219785"
2025-05-30,Sexta-feira,"25,08","0,0","0,0","0,0","0,0","0,0","0,0",16257,15941,"0,289106","0,533617"
2025-05-30,Sexta-feira,"7,48","0,0","0,0","0,0","0,0","0,0","0,0",1108,1089,"2,797834","0,24129"
2025-05-31,Sábado,"24,67","0,0","0,0","0,0","0,0","0,0","0,0",3622,3006,"3,23026","0,210855"
2025-05-31,Sábado,"26,75","0,0","0,0","0,0","0,0","0,0","0,0",4175,3434,"3,08982","0,207364"
2025-05-31,Sábado,"21,2","0,0","0,0","0,0","0,0","0,0","0,282667",3178,2757,"5,380743","0,123977"
2025-05-31,Sábado,"21,08","0,0","0,0","0,0","0,0","0,0","0,305507",2997,2580,"5,705706","0,123275"
2025-05-31,Sábado,"13,82","0,0","0,0","0,0","0,0","13,82","0,354359",1694,1340,"6,61157","0,123393"
2025-05-31,Sábado,"13,72","0,0","0,0","0,0","0,0","0,0","0,28",1622,1304,"6,720099","0,125872"
2025-05-31,Sábado,"37,31","0,0","0,0","0,0","0,0","0,0","0,0",10198,9864,"0,431457","0,847955"
2025-05-31,Sábado,"28,05","0,0","0,0","0,0","0,0","0,0","9,35",3122,2812,"4,388213","0,204745"
2025-05-31,Sábado,"30,81","0,0","0,0","0,0","0,0","0,0","0,0",18866,18735,"0,249125","0,655532"
2025-05-31,Sábado,"18,47","0,0","0,0","0,0","0,0","18,47","0,0",3368,3255,"3,384798","0,162018"
2025-06-01,Domingo,"16,21","0,0","0,0","0,0","0,0","16,21","0,0",3239,2612,"2,994751","0,167113"
2025-06-01,Domingo,"23,77","0,0","0,0","0,0","0,0","0,0","0,0",4444,3510,"3,19532","0,167394"
2025-06-01,Domingo,"22,27","0,0","0,0","0,0","0,0","0,0","0,271585",4192,3589,"5,200382","0,102156"
2025-06-01,Domingo,"21,93","0,0","0,0","0,0","0,0","0,0","0,264217",3868,3335,"4,83454","0,117273"
2025-06-01,Domingo,"14,74","0,0","0,0","0,0","0,0","14,74","0,300816",2260,1760,"5,265487","0,123866"
2025-06-01,Domingo,"14,79","0,0","0,0","0,0","0,0","14,79","0,301837",2117,1569,"5,951819","0,117381"
2025-06-01,Domingo,"21,78","0,0","0,0","0,0","0,0","0,0","0,0",7446,7178,"0,846092","0,345714"
2025-06-01,Domingo,"28,63","0,0","0,0","0,0","0,0","0,0","0,0",3434,3126,"3,698311","0,225433"
2025-06-01,Domingo,"29,66","0,0","0,0","0,0","0,0","0,0","0,0",21435,20247,"0,279916","0,494333"
2025-06-02,Segunda-feira,"21,81","0,0","0,0","0,0","0,0","0,0","0,229579",4659,4127,"4,70058","0,099589"
2025-06-02,Segunda-feira,"22,87","0,0","0,0","0,0","0,0","0,0","0,207909",4639,3983,"4,785514","0,103018"
2025-06-02,Segunda-feira,"13,28","0,0","0,0","0,0","0,0","0,0","0,2656",2243,1799,"4,948729","0,11964"
2025-06-02,Segunda-feira,"13,5","0,0","0,0","0,0","0,0","0,0","0,293478",2040,1556,"5,392157","0,122727"
